client_id,client_type,gender,age,age_group,country,region,acquisition_purpose,loan_applied,satisfaction_score,referral_channel,kmeans_cluster,cluster_label
C1128,Individual,M,42.5,40-50,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1129,Individual,F,80.8,70+,Usa,Colorado,Investment,No,5,Agency,2,Corporate Buyers
C1130,Individual,F,39.3,30-40,Usa,Arizona,Home,No,5,Website,2,Corporate Buyers
C1131,Individual,F,42.1,40-50,Usa,California,Investment,No,3,Website,2,Corporate Buyers
C1132,Individual,M,44.4,40-50,Usa,New York,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1133,Individual,M,33.4,30-40,Usa,Oregon,Investment,No,3,Website,2,Corporate Buyers
C1134,Individual,F,82.7,70+,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1135,Individual,F,26.7,<30,Russia,Moscow Oblast,Investment,Yes,5,Client,1,First-Time / Loan Buyers
C1136,Individual,F,61.1,60-70,Usa,California,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C1137,Individual,F,39.5,30-40,Usa,Nevada,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C1138,Individual,M,61.8,60-70,Usa,Oregon,Home,No,1,Website,2,Corporate Buyers
C1139,Individual,F,30.3,30-40,Usa,California,Home,Yes,4,Client,1,First-Time / Loan Buyers
C1140,Individual,M,50.0,40-50,Usa,Florida,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1141,Individual,F,26.4,<30,Usa,Arizona,Investment,No,3,Website,2,Corporate Buyers
C1142,Individual,F,78.3,70+,Usa,Colorado,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C1143,Individual,M,31.8,30-40,Usa,Arizona,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1144,Individual,F,47.6,40-50,Usa,Georgia,Investment,No,4,Client,2,Corporate Buyers
C1145,Individual,M,33.2,30-40,Usa,Nevada,Home,No,5,Website,2,Corporate Buyers
C1146,Individual,M,35.3,30-40,Usa,California,Investment,No,2,Website,2,Corporate Buyers
C1147,Individual,F,48.4,40-50,Usa,Utah,Home,No,3,Website,2,Corporate Buyers
C1148,Individual,M,34.9,30-40,Australia,New South Wales,Home,Yes,1,Agency,0,Global Investors
C1149,Individual,F,46.3,40-50,Russia,Tatarstan,Home,No,3,Agency,2,Corporate Buyers
C1150,Individual,F,33.6,30-40,Usa,Nevada,Investment,No,4,Agency,2,Corporate Buyers
C1151,Individual,M,62.5,60-70,Usa,Arizona,Investment,No,2,Website,2,Corporate Buyers
C1152,Individual,M,48.8,40-50,Usa,Georgia,Home,No,1,Website,2,Corporate Buyers
C1153,Individual,M,34.8,30-40,Usa,California,Home,No,1,Website,2,Corporate Buyers
C1154,Individual,M,69.9,60-70,Usa,Utah,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C1155,Individual,M,49.3,40-50,Usa,California,Home,No,5,Website,2,Corporate Buyers
C1156,Individual,F,70.1,70+,Usa,Virginia,Home,No,4,Agency,2,Corporate Buyers
C1157,Individual,M,81.6,70+,Canada,Alberta,Investment,No,2,Website,0,Global Investors
C1158,Individual,F,71.1,70+,Usa,California,Investment,No,2,Website,2,Corporate Buyers
C1159,Individual,M,86.2,70+,Usa,Nevada,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C1160,Individual,M,45.6,40-50,Usa,Florida,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1161,Individual,M,32.3,30-40,Canada,Alberta,Investment,Yes,3,Website,0,Global Investors
C1162,Individual,M,64.4,60-70,Usa,California,Investment,No,2,Website,2,Corporate Buyers
C1163,Individual,M,27.6,<30,Usa,California,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1164,Individual,F,58.2,50-60,Belgium,Wallonia,Home,Yes,3,Agency,0,Global Investors
C1165,Individual,F,31.7,30-40,Russia,Moscow Oblast,Home,No,1,Website,2,Corporate Buyers
C1166,Individual,M,34.6,30-40,Usa,New York,Investment,No,1,Website,2,Corporate Buyers
C1167,Individual,M,58.5,50-60,Uk,Scotland,Home,No,3,Website,2,Corporate Buyers
C1168,Individual,F,27.5,<30,Germany,Hamburg,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C1169,Individual,M,32.5,30-40,Russia,Saint Petersburg,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C1170,Individual,F,36.4,30-40,Usa,Nevada,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1171,Individual,F,41.8,40-50,Usa,California,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C1172,Individual,F,83.6,70+,Usa,Nevada,Home,No,5,Website,2,Corporate Buyers
C1173,Individual,F,41.6,40-50,Canada,Manitoba,Investment,No,1,Website,0,Global Investors
C1174,Individual,M,44.0,40-50,Usa,Nevada,Home,No,2,Agency,2,Corporate Buyers
C1175,Individual,F,66.7,60-70,Usa,California,Home,No,2,Website,2,Corporate Buyers
C1176,Individual,F,51.0,50-60,Usa,California,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C1177,Individual,M,27.8,<30,Usa,California,Investment,No,2,Agency,2,Corporate Buyers
C1178,Individual,F,75.9,70+,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C1179,Individual,F,35.4,30-40,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C1180,Individual,F,30.9,30-40,Belgium,Brussels,Home,Yes,2,Website,0,Global Investors
C1181,Individual,F,70.2,70+,Usa,Nevada,Investment,No,5,Website,2,Corporate Buyers
C1182,Individual,M,65.3,60-70,Germany,Bavaria,Investment,Yes,3,Website,1,First-Time / Loan Buyers
C1183,Individual,M,32.6,30-40,Usa,Arizona,Investment,No,1,Website,2,Corporate Buyers
C1184,Individual,M,73.2,70+,France,Ile-De-France,Home,No,2,Website,0,Global Investors
C1185,Individual,M,26.0,<30,Usa,California,Home,No,3,Website,2,Corporate Buyers
C1186,Individual,F,48.0,40-50,Usa,Nevada,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1187,Individual,F,64.3,60-70,Usa,Nevada,Home,No,4,Website,2,Corporate Buyers
C1188,Individual,M,30.6,30-40,Canada,Alberta,Home,No,1,Client,0,Global Investors
C1189,Individual,M,63.4,60-70,Usa,Florida,Home,Yes,2,Client,1,First-Time / Loan Buyers
C1190,Individual,F,79.9,70+,Usa,Texas,Home,No,4,Client,2,Corporate Buyers
C1191,Individual,F,76.2,70+,Usa,California,Investment,No,3,Website,2,Corporate Buyers
C1192,Individual,M,26.5,<30,Usa,Florida,Home,No,5,Website,2,Corporate Buyers
C1193,Individual,F,51.2,50-60,Uk,England,Home,No,1,Website,2,Corporate Buyers
C1194,Individual,F,83.0,70+,Usa,Colorado,Home,No,1,Website,2,Corporate Buyers
C1195,Individual,F,36.0,30-40,Usa,California,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C1196,Individual,M,70.8,70+,Usa,Nevada,Home,No,2,Agency,2,Corporate Buyers
C1197,Individual,F,67.2,60-70,Usa,Arizona,Home,No,4,Website,2,Corporate Buyers
C1198,Individual,F,66.4,60-70,Usa,New York,Home,No,1,Agency,2,Corporate Buyers
C1199,Individual,M,83.3,70+,Usa,Colorado,Home,No,2,Website,2,Corporate Buyers
C1200,Individual,M,56.6,50-60,Usa,Utah,Home,No,4,Agency,2,Corporate Buyers
C1201,Individual,M,26.2,<30,Usa,Oregon,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C1202,Company,M,41.1,40-50,Canada,Quebec,Investment,Yes,5,Website,3,Luxury / High-Satisfaction
C1203,Individual,F,64.4,60-70,Usa,Arizona,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1204,Individual,M,34.2,30-40,Mexico,Puebla,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C1205,Individual,M,67.1,60-70,Belgium,Flanders,Home,No,4,Website,0,Global Investors
C1206,Individual,F,68.5,60-70,Usa,California,Investment,No,5,Website,2,Corporate Buyers
C1207,Individual,F,52.7,50-60,Usa,Texas,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C1208,Individual,M,48.6,40-50,Usa,Colorado,Home,No,1,Website,2,Corporate Buyers
C1209,Individual,F,48.0,40-50,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1210,Individual,M,35.0,30-40,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1211,Individual,F,29.9,<30,Canada,British Columbia,Home,Yes,5,Website,0,Global Investors
C1212,Individual,M,68.9,60-70,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C1213,Individual,F,32.9,30-40,Canada,Manitoba,Home,No,5,Website,0,Global Investors
C1214,Individual,F,25.9,<30,Usa,Florida,Home,No,1,Agency,2,Corporate Buyers
C1215,Individual,M,31.9,30-40,Usa,California,Home,No,3,Website,2,Corporate Buyers
C1216,Individual,F,28.9,<30,France,Normandy,Home,No,4,Website,0,Global Investors
C1217,Individual,M,29.5,<30,Usa,California,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C1218,Individual,F,84.5,70+,Usa,California,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1219,Individual,F,42.5,40-50,Usa,Arizona,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1220,Individual,F,58.8,50-60,Usa,Colorado,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C1221,Individual,F,42.1,40-50,Usa,Nevada,Investment,No,2,Agency,2,Corporate Buyers
C1222,Individual,M,57.4,50-60,Usa,Utah,Home,No,4,Website,2,Corporate Buyers
C1223,Individual,F,73.8,70+,Usa,Washington,Home,No,4,Website,2,Corporate Buyers
C1224,Individual,M,84.0,70+,Usa,New York,Investment,Yes,5,Client,1,First-Time / Loan Buyers
C1225,Individual,M,35.6,30-40,Usa,Oregon,Home,No,2,Website,2,Corporate Buyers
C1226,Individual,M,37.1,30-40,Usa,Utah,Home,No,4,Website,2,Corporate Buyers
C1227,Individual,M,39.3,30-40,Usa,Colorado,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C1228,Individual,M,72.0,70+,Usa,California,Home,No,2,Website,2,Corporate Buyers
C1229,Individual,F,31.6,30-40,Uk,Scotland,Home,Yes,1,Website,1,First-Time / Loan Buyers
C1230,Individual,M,41.3,40-50,Usa,California,Home,No,5,Client,2,Corporate Buyers
C1231,Individual,F,71.5,70+,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C1232,Individual,F,36.7,30-40,Canada,British Columbia,Home,No,3,Website,0,Global Investors
C1233,Individual,M,46.9,40-50,Usa,Utah,Home,No,4,Website,2,Corporate Buyers
C1234,Individual,F,69.4,60-70,Usa,Colorado,Investment,No,1,Website,2,Corporate Buyers
C1235,Individual,M,69.1,60-70,Usa,Arizona,Home,No,2,Website,2,Corporate Buyers
C1236,Individual,M,53.8,50-60,Usa,Arizona,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1237,Individual,F,82.7,70+,Uk,Wales,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C1238,Individual,M,80.2,70+,Usa,Nevada,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1239,Individual,F,73.4,70+,Usa,Oregon,Home,No,3,Agency,2,Corporate Buyers
C1240,Individual,F,41.6,40-50,Usa,Nevada,Investment,Yes,4,Website,1,First-Time / Loan Buyers
C1241,Individual,F,52.8,50-60,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C1242,Individual,M,64.7,60-70,Usa,California,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1243,Individual,M,77.7,70+,Usa,Colorado,Home,No,1,Website,2,Corporate Buyers
C1244,Individual,M,34.0,30-40,Usa,Utah,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C1245,Individual,M,63.4,60-70,Usa,California,Home,Yes,3,Agency,1,First-Time / Loan Buyers
C1246,Individual,F,83.1,70+,Canada,Alberta,Home,No,2,Agency,0,Global Investors
C1247,Individual,F,69.2,60-70,Usa,Nevada,Investment,No,2,Website,2,Corporate Buyers
C1248,Individual,F,50.0,40-50,Usa,Arizona,Home,No,3,Agency,2,Corporate Buyers
C1249,Individual,F,54.9,50-60,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1250,Individual,M,76.2,70+,Usa,Nevada,Home,No,5,Agency,2,Corporate Buyers
C1251,Individual,M,50.6,50-60,Usa,Texas,Investment,No,5,Website,2,Corporate Buyers
C1252,Individual,F,64.3,60-70,Usa,Arizona,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1253,Individual,M,34.7,30-40,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C1254,Individual,M,70.2,70+,Usa,California,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C1255,Individual,M,26.8,<30,Usa,California,Home,No,3,Agency,2,Corporate Buyers
C1256,Company,F,54.3,50-60,Usa,California,Investment,No,4,Agency,3,Luxury / High-Satisfaction
C1257,Individual,M,34.5,30-40,Usa,California,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C1258,Individual,F,57.0,50-60,Usa,Nevada,Home,No,1,Website,2,Corporate Buyers
C1259,Individual,M,55.3,50-60,Usa,California,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C1260,Individual,F,33.8,30-40,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C1261,Individual,M,49.8,40-50,Usa,Utah,Home,No,3,Client,2,Corporate Buyers
C1262,Individual,F,75.6,70+,Usa,California,Investment,No,4,Agency,2,Corporate Buyers
C1263,Individual,M,74.6,70+,Usa,California,Investment,No,3,Agency,2,Corporate Buyers
C1264,Individual,F,26.5,<30,Usa,California,Investment,No,1,Agency,2,Corporate Buyers
C1265,Individual,M,83.2,70+,Usa,Washington,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1266,Individual,M,74.0,70+,Uk,England,Home,No,2,Website,2,Corporate Buyers
C1267,Individual,F,61.2,60-70,Usa,Colorado,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1268,Individual,F,30.7,30-40,Uk,Northern Ireland,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C1269,Individual,M,61.7,60-70,Usa,California,Home,No,5,Website,2,Corporate Buyers
C1270,Individual,F,47.7,40-50,Usa,Texas,Home,No,4,Agency,2,Corporate Buyers
C1271,Individual,M,33.8,30-40,Usa,California,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C1272,Individual,M,85.1,70+,France,Occitanie,Home,Yes,1,Website,0,Global Investors
C1273,Individual,M,58.1,50-60,Canada,Alberta,Home,No,5,Website,0,Global Investors
C1274,Individual,F,46.9,40-50,Usa,California,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C1275,Individual,F,57.3,50-60,Usa,Georgia,Investment,No,1,Website,2,Corporate Buyers
C1276,Individual,M,86.3,70+,Australia,Victoria,Home,Yes,1,Agency,0,Global Investors
C1277,Individual,F,45.2,40-50,Usa,California,Investment,No,2,Agency,2,Corporate Buyers
C1278,Individual,M,28.9,<30,Usa,Utah,Home,No,4,Website,2,Corporate Buyers
C1279,Individual,M,82.7,70+,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1280,Individual,M,72.7,70+,Usa,Texas,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1281,Individual,F,28.0,<30,Canada,Manitoba,Investment,Yes,2,Website,0,Global Investors
C1282,Individual,F,30.1,30-40,Usa,Colorado,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C1283,Individual,F,80.6,70+,Usa,New York,Home,No,3,Agency,2,Corporate Buyers
C1284,Individual,M,70.7,70+,Usa,California,Home,No,2,Website,2,Corporate Buyers
C1285,Individual,M,72.3,70+,Usa,Utah,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1286,Individual,M,62.9,60-70,Usa,California,Home,No,5,Agency,2,Corporate Buyers
C1287,Individual,F,28.2,<30,Usa,California,Investment,No,4,Website,2,Corporate Buyers
C1288,Individual,M,85.4,70+,Belgium,Wallonia,Home,No,3,Agency,0,Global Investors
C1289,Individual,M,52.9,50-60,Mexico,Jalisco,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C1290,Individual,F,52.7,50-60,Usa,Washington,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1291,Individual,M,42.6,40-50,Usa,California,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C1292,Individual,M,49.1,40-50,Usa,Texas,Investment,Yes,5,Website,1,First-Time / Loan Buyers
C1293,Individual,F,53.9,50-60,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C1294,Individual,M,63.4,60-70,Canada,Ontario,Investment,Yes,3,Agency,0,Global Investors
C1295,Individual,F,34.2,30-40,Usa,California,Investment,Yes,1,Website,1,First-Time / Loan Buyers
C1296,Individual,M,63.0,60-70,Usa,Virginia,Home,No,1,Website,2,Corporate Buyers
C1297,Company,M,42.8,40-50,Germany,Berlin,Home,No,5,Website,3,Luxury / High-Satisfaction
C1298,Individual,F,57.9,50-60,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C1299,Individual,F,82.1,70+,Usa,California,Investment,No,3,Website,2,Corporate Buyers
C1300,Individual,F,65.4,60-70,Usa,California,Home,No,2,Website,2,Corporate Buyers
C1301,Individual,M,70.5,70+,Usa,Virginia,Home,No,2,Agency,2,Corporate Buyers
C1302,Individual,M,30.2,30-40,Usa,Arizona,Investment,No,5,Website,2,Corporate Buyers
C1303,Individual,M,63.8,60-70,Usa,Arizona,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1304,Individual,F,41.0,40-50,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1305,Individual,F,47.8,40-50,Usa,Georgia,Home,No,4,Website,2,Corporate Buyers
C1306,Individual,F,78.3,70+,Usa,Washington,Home,No,5,Website,2,Corporate Buyers
C1307,Individual,F,33.3,30-40,Usa,Colorado,Home,No,5,Agency,2,Corporate Buyers
C1308,Individual,M,26.3,<30,Usa,California,Investment,No,5,Agency,2,Corporate Buyers
C1309,Individual,M,26.5,<30,Usa,California,Home,No,5,Website,2,Corporate Buyers
C1310,Individual,F,71.1,70+,Usa,New York,Home,No,5,Agency,2,Corporate Buyers
C1311,Individual,M,85.8,70+,Uk,England,Home,Yes,4,Client,1,First-Time / Loan Buyers
C1312,Individual,M,83.8,70+,Usa,New York,Home,No,5,Website,2,Corporate Buyers
C1313,Individual,F,54.3,50-60,Australia,Western Australia,Investment,No,3,Website,0,Global Investors
C1314,Individual,F,61.8,60-70,Usa,Arizona,Home,No,3,Website,2,Corporate Buyers
C1315,Individual,M,77.5,70+,Usa,Colorado,Home,No,3,Agency,2,Corporate Buyers
C1316,Individual,F,33.1,30-40,Usa,Colorado,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1317,Company,M,52.6,50-60,Usa,Utah,Home,Yes,2,Website,3,Luxury / High-Satisfaction
C1318,Individual,M,83.4,70+,Usa,Texas,Home,No,1,Website,2,Corporate Buyers
C1319,Individual,F,71.8,70+,Usa,Florida,Home,Yes,3,Client,1,First-Time / Loan Buyers
C1320,Individual,M,57.1,50-60,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1321,Individual,M,35.8,30-40,Usa,Colorado,Investment,No,5,Client,2,Corporate Buyers
C1322,Individual,F,31.5,30-40,Usa,California,Home,No,5,Agency,2,Corporate Buyers
C1323,Individual,M,62.9,60-70,Usa,Utah,Home,No,3,Website,2,Corporate Buyers
C1324,Individual,M,34.2,30-40,Usa,Arizona,Investment,Yes,2,Agency,1,First-Time / Loan Buyers
C1325,Individual,M,51.5,50-60,Canada,Alberta,Home,Yes,5,Agency,0,Global Investors
C1326,Individual,M,82.1,70+,Usa,Colorado,Investment,No,4,Website,2,Corporate Buyers
C1327,Individual,F,33.1,30-40,Usa,California,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1328,Individual,F,69.9,60-70,Usa,Washington,Home,No,4,Website,2,Corporate Buyers
C1329,Individual,M,58.1,50-60,Usa,California,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C1330,Individual,F,51.1,50-60,Usa,Colorado,Investment,No,2,Agency,2,Corporate Buyers
C1331,Individual,F,39.7,30-40,Usa,California,Investment,No,1,Agency,2,Corporate Buyers
C1332,Individual,M,30.5,30-40,Usa,Washington,Investment,Yes,5,Agency,1,First-Time / Loan Buyers
C1333,Individual,M,38.2,30-40,Usa,Nevada,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C1334,Individual,F,60.5,60-70,Usa,California,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C1335,Individual,F,44.1,40-50,Usa,Oregon,Investment,Yes,2,Website,1,First-Time / Loan Buyers
C1336,Individual,F,77.5,70+,Usa,California,Home,No,5,Client,2,Corporate Buyers
C1337,Individual,F,72.7,70+,Usa,California,Investment,No,5,Website,2,Corporate Buyers
C1338,Individual,F,57.5,50-60,Usa,California,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1339,Company,M,65.3,60-70,Usa,Nevada,Home,Yes,4,Website,3,Luxury / High-Satisfaction
C1340,Company,M,37.5,30-40,Usa,Colorado,Home,No,5,Website,3,Luxury / High-Satisfaction
C1341,Individual,F,73.7,70+,Usa,Colorado,Home,Yes,5,Website,1,First-Time / Loan Buyers
C1342,Individual,F,62.3,60-70,Usa,California,Home,Yes,1,Agency,1,First-Time / Loan Buyers
C1343,Individual,F,31.3,30-40,Canada,Ontario,Home,No,5,Agency,0,Global Investors
C1344,Individual,M,52.1,50-60,Usa,Florida,Home,No,1,Agency,2,Corporate Buyers
C1345,Individual,F,70.1,70+,Usa,Texas,Home,No,5,Website,2,Corporate Buyers
C1346,Company,F,39.3,30-40,Usa,Colorado,Investment,No,4,Agency,3,Luxury / High-Satisfaction
C1347,Individual,M,70.3,70+,Usa,Washington,Home,No,2,Client,2,Corporate Buyers
C1348,Individual,M,27.9,<30,Usa,Oregon,Home,Yes,4,Client,1,First-Time / Loan Buyers
C1349,Individual,F,44.3,40-50,Usa,Virginia,Investment,No,3,Website,2,Corporate Buyers
C1350,Individual,F,35.1,30-40,Germany,Hamburg,Home,No,5,Website,0,Global Investors
C1351,Individual,F,39.0,30-40,Australia,South Australia,Home,No,2,Client,0,Global Investors
C1352,Individual,M,37.3,30-40,Usa,California,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C1353,Individual,F,28.7,<30,Canada,Alberta,Home,No,1,Agency,0,Global Investors
C1354,Individual,M,85.2,70+,Usa,Florida,Home,No,5,Website,2,Corporate Buyers
C1355,Individual,F,59.6,50-60,Usa,California,Investment,Yes,2,Client,1,First-Time / Loan Buyers
C1356,Individual,M,32.2,30-40,Usa,Oregon,Investment,No,4,Agency,2,Corporate Buyers
C1357,Individual,F,39.3,30-40,Usa,California,Home,Yes,5,Website,1,First-Time / Loan Buyers
C1358,Individual,M,83.5,70+,Usa,Texas,Home,No,4,Agency,2,Corporate Buyers
C1359,Individual,M,50.9,50-60,Usa,Virginia,Home,No,3,Agency,2,Corporate Buyers
C1360,Individual,M,35.6,30-40,Usa,Virginia,Home,No,4,Agency,2,Corporate Buyers
C1361,Individual,F,82.9,70+,Usa,California,Home,No,3,Client,2,Corporate Buyers
C1362,Individual,F,61.2,60-70,Usa,California,Investment,Yes,1,Agency,1,First-Time / Loan Buyers
C1363,Individual,M,45.0,40-50,Usa,Georgia,Home,Yes,5,Agency,1,First-Time / Loan Buyers
C1364,Individual,F,27.5,<30,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1365,Individual,F,57.3,50-60,Belgium,Brussels,Investment,Yes,5,Website,0,Global Investors
C1366,Individual,M,30.9,30-40,Usa,California,Home,No,1,Website,2,Corporate Buyers
C1367,Individual,F,73.4,70+,Germany,Berlin,Home,No,2,Client,0,Global Investors
C1368,Individual,M,78.6,70+,Usa,California,Home,Yes,5,Client,1,First-Time / Loan Buyers
C1369,Individual,M,42.7,40-50,France,Brittany,Home,Yes,4,Agency,0,Global Investors
C1370,Individual,M,61.0,60-70,Usa,Colorado,Investment,No,1,Agency,2,Corporate Buyers
C1371,Individual,M,37.0,30-40,Uk,England,Home,Yes,2,Website,1,First-Time / Loan Buyers
C1372,Individual,F,44.6,40-50,Usa,Washington,Investment,No,2,Website,2,Corporate Buyers
C1373,Individual,F,33.7,30-40,Usa,California,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1374,Company,M,36.4,30-40,France,Ile-De-France,Home,Yes,3,Agency,3,Luxury / High-Satisfaction
C1375,Individual,F,53.6,50-60,Usa,California,Investment,Yes,4,Agency,1,First-Time / Loan Buyers
C1376,Individual,F,39.0,30-40,Usa,Arizona,Investment,Yes,3,Agency,1,First-Time / Loan Buyers
C1377,Individual,F,42.5,40-50,Usa,Utah,Investment,No,2,Website,2,Corporate Buyers
C1378,Individual,F,49.6,40-50,Usa,California,Investment,No,1,Website,2,Corporate Buyers
C1379,Individual,M,56.0,50-60,Uk,Scotland,Home,No,2,Website,2,Corporate Buyers
C1380,Individual,M,76.7,70+,Canada,Alberta,Investment,No,4,Website,0,Global Investors
C1381,Individual,M,64.0,60-70,Germany,Hesse,Home,Yes,3,Website,1,First-Time / Loan Buyers
C1382,Individual,M,75.1,70+,Usa,Oregon,Home,No,2,Website,2,Corporate Buyers
C1383,Individual,M,33.6,30-40,Usa,California,Home,No,2,Agency,2,Corporate Buyers
C1384,Individual,F,38.3,30-40,Usa,California,Home,Yes,2,Agency,1,First-Time / Loan Buyers
C1385,Individual,M,80.0,70+,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C1386,Individual,M,78.8,70+,Usa,Washington,Home,Yes,4,Website,1,First-Time / Loan Buyers
C1387,Individual,M,83.1,70+,Germany,Hamburg,Investment,No,4,Website,0,Global Investors
C1388,Individual,F,27.2,<30,Usa,Washington,Home,No,3,Website,2,Corporate Buyers
C1389,Individual,M,74.0,70+,Uk,Scotland,Home,No,2,Website,2,Corporate Buyers
C1390,Individual,F,46.9,40-50,Usa,Nevada,Home,No,3,Website,2,Corporate Buyers
C1391,Individual,F,52.3,50-60,Usa,Utah,Home,No,1,Website,2,Corporate Buyers
C1392,Individual,M,36.0,30-40,Usa,Colorado,Home,Yes,4,Agency,1,First-Time / Loan Buyers
C1393,Individual,F,44.9,40-50,Mexico,Baja California,Investment,No,1,Agency,2,Corporate Buyers
C1394,Individual,F,49.3,40-50,Usa,Nevada,Home,No,4,Website,2,Corporate Buyers
C1395,Individual,F,37.7,30-40,Canada,Alberta,Investment,No,4,Website,0,Global Investors
C1396,Individual,M,55.0,50-60,Canada,Manitoba,Investment,Yes,3,Website,0,Global Investors
C1397,Individual,F,43.3,40-50,Usa,Nevada,Home,No,4,Website,2,Corporate Buyers
C1398,Individual,M,59.5,50-60,Usa,California,Home,Yes,5,Website,1,First-Time / Loan Buyers
C1399,Individual,F,47.8,40-50,Canada,British Columbia,Home,No,5,Agency,0,Global Investors
C1400,Individual,F,34.7,30-40,Uk,Northern Ireland,Home,No,4,Client,2,Corporate Buyers
C1401,Individual,F,27.2,<30,Usa,Virginia,Investment,No,1,Website,2,Corporate Buyers
C1402,Individual,F,57.7,50-60,Usa,Utah,Home,No,3,Agency,2,Corporate Buyers
C1403,Individual,F,42.7,40-50,Usa,Oregon,Home,No,2,Website,2,Corporate Buyers
C1404,Individual,F,75.9,70+,Usa,California,Home,No,4,Agency,2,Corporate Buyers
C1405,Individual,M,71.0,70+,Usa,Oregon,Home,No,5,Agency,2,Corporate Buyers
C1406,Individual,F,55.8,50-60,Usa,California,Home,No,3,Website,2,Corporate Buyers
C1407,Individual,F,70.2,70+,Usa,California,Home,No,1,Agency,2,Corporate Buyers
C1408,Company,F,62.6,60-70,Usa,California,Home,No,2,Agency,3,Luxury / High-Satisfaction
C1409,Individual,F,68.9,60-70,Usa,Oregon,Investment,No,2,Website,2,Corporate Buyers
C1410,Individual,F,60.5,60-70,Usa,Nevada,Home,No,2,Agency,2,Corporate Buyers
C1411,Individual,M,39.2,30-40,Usa,California,Home,No,2,Client,2,Corporate Buyers
